2025-02-24 02:58:40,924 - INFO - Using device: cuda
2025-02-24 09:15:48,175 - INFO - cuda | Epoch : 1410 | score : 897.900000 | loss : 642.90 | stage : 1 | time spent: 202.119690
2025-02-24 09:17:22,021 - INFO - cuda | Epoch : 1420 | score : 1197.800000 | loss : 304.72 | stage : 1 | time spent: 93.848379
2025-02-24 09:19:17,554 - INFO - cuda | Epoch : 1430 | score : 1103.100000 | loss : 358.08 | stage : 1 | time spent: 115.529957
2025-02-24 09:23:20,608 - INFO - cuda | Epoch : 1440 | score : 1115.100000 | loss : 776.67 | stage : 1 | time spent: 243.059157
2025-02-24 09:24:52,292 - INFO - cuda | Epoch : 1450 | score : 976.500000 | loss : 257.80 | stage : 1 | time spent: 91.685295
2025-02-24 09:26:40,726 - INFO - cuda | Epoch : 1460 | score : 1071.900000 | loss : 322.17 | stage : 1 | time spent: 108.428268
2025-02-24 09:28:48,487 - INFO - cuda | Epoch : 1470 | score : 1115.000000 | loss : 379.47 | stage : 1 | time spent: 127.760997
2025-02-24 09:32:07,440 - INFO - cuda | Epoch : 1480 | score : 1011.200000 | loss : 652.60 | stage : 1 | time spent: 198.952086
2025-02-24 09:33:38,471 - INFO - cuda | Epoch : 1490 | score : 991.400000 | loss : 298.16 | stage : 1 | time spent: 91.032883
2025-02-24 09:36:19,893 - INFO - cuda | Epoch : 1500 | score : 1002.200000 | loss : 519.33 | stage : 1 | time spent: 161.421173
2025-02-24 09:38:05,958 - INFO - cuda | Epoch : 1510 | score : 1347.700000 | loss : 351.66 | stage : 1 | time spent: 106.063559
2025-02-24 09:39:41,343 - INFO - cuda | Epoch : 1520 | score : 1024.200000 | loss : 322.03 | stage : 1 | time spent: 95.387401
2025-02-24 09:41:37,189 - INFO - cuda | Epoch : 1530 | score : 1053.200000 | loss : 375.94 | stage : 1 | time spent: 115.847798
2025-02-24 09:43:32,635 - INFO - cuda | Epoch : 1540 | score : 1020.900000 | loss : 419.94 | stage : 1 | time spent: 115.445700
2025-02-24 09:45:12,721 - INFO - cuda | Epoch : 1550 | score : 1060.800000 | loss : 346.71 | stage : 1 | time spent: 100.081582
2025-02-24 09:46:44,548 - INFO - cuda | Epoch : 1560 | score : 1099.300000 | loss : 312.02 | stage : 1 | time spent: 91.831929
2025-02-24 09:48:53,316 - INFO - cuda | Epoch : 1570 | score : 1078.500000 | loss : 388.65 | stage : 1 | time spent: 128.770470
2025-02-24 09:50:34,174 - INFO - cuda | Epoch : 1580 | score : 1057.300000 | loss : 293.90 | stage : 1 | time spent: 100.853333
2025-02-24 09:52:40,225 - INFO - cuda | Epoch : 1590 | score : 1258.800000 | loss : 373.59 | stage : 1 | time spent: 126.052156
2025-02-24 09:54:58,839 - INFO - cuda | Epoch : 1600 | score : 1141.800000 | loss : 429.39 | stage : 1 | time spent: 138.614264
2025-02-24 09:57:37,217 - INFO - cuda | Epoch : 1610 | score : 878.500000 | loss : 530.34 | stage : 1 | time spent: 158.378342
2025-02-24 10:01:20,312 - INFO - cuda | Epoch : 1620 | score : 749.800000 | loss : 721.37 | stage : 1 | time spent: 223.094967
2025-02-24 10:03:23,203 - INFO - cuda | Epoch : 1630 | score : 1294.800000 | loss : 390.15 | stage : 1 | time spent: 122.891216
2025-02-24 10:05:13,517 - INFO - cuda | Epoch : 1640 | score : 1093.300000 | loss : 335.45 | stage : 1 | time spent: 110.314050
2025-02-24 10:07:09,192 - INFO - cuda | Epoch : 1650 | score : 1066.300000 | loss : 393.25 | stage : 1 | time spent: 115.673292
2025-02-24 10:08:47,460 - INFO - cuda | Epoch : 1660 | score : 1000.800000 | loss : 344.21 | stage : 1 | time spent: 98.268861
2025-02-24 10:10:54,388 - INFO - cuda | Epoch : 1670 | score : 1267.400000 | loss : 444.84 | stage : 1 | time spent: 126.930919
2025-02-24 10:14:45,161 - INFO - cuda | Epoch : 1680 | score : 957.700000 | loss : 731.58 | stage : 1 | time spent: 230.769929
2025-02-24 10:18:42,620 - INFO - cuda | Epoch : 1690 | score : 859.000000 | loss : 760.60 | stage : 1 | time spent: 237.458209
2025-02-24 10:23:58,147 - INFO - cuda | Epoch : 1700 | score : 1002.400000 | loss : 1025.68 | stage : 1 | time spent: 315.526769
2025-02-24 10:26:00,133 - INFO - cuda | Epoch : 1710 | score : 1118.800000 | loss : 379.95 | stage : 1 | time spent: 121.985391
2025-02-24 10:28:02,331 - INFO - cuda | Epoch : 1720 | score : 1044.700000 | loss : 386.86 | stage : 1 | time spent: 122.200308
2025-02-24 10:30:06,344 - INFO - cuda | Epoch : 1730 | score : 1025.300000 | loss : 431.76 | stage : 1 | time spent: 124.013520
2025-02-24 10:39:41,101 - INFO - cuda | Epoch : 1740 | score : 1066.500000 | loss : 2158.97 | stage : 1 | time spent: 574.755314
